Flow Duration,Total Backward Packets,Label
290,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
53,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
74,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
32,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
2,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
86,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
0,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
2,0,Portmap
0,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
52,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
50,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
0,0,Portmap
2,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
0,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
48,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
45,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
0,0,Portmap
52,0,Portmap
0,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
70,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
0,0,Portmap
2,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
50,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
4,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
0,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
3,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
0,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
29,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
65,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
46,0,Portmap
2,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
62,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
65,0,Portmap
1,0,Portmap
29,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
46,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
62,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
46,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
65,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
51,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
65,0,Portmap
1,0,Portmap
1,0,Portmap
32,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
66,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
45,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
64,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
2,0,Portmap
2,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
45,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
51,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
52,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
2,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
51,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
44,0,Portmap
1,0,Portmap
51,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
45,0,Portmap
1,0,Portmap
43,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
51,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
45,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
4,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
34,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
0,0,Portmap
17,0,Portmap
1,0,Portmap
47,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
2,0,Portmap
44,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
2,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
50,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
48,0,Portmap
2,0,Portmap
49,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
3,0,Portmap
1,0,Portmap
22,0,Portmap
3,0,Portmap
1,0,Portmap
2,0,Portmap
2,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
48,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
34,0,Portmap
1,0,Portmap
45,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
0,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
44,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
7,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
44,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
3,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
59,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
0,0,Portmap
1,0,Portmap
59,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
33,0,Portmap
2,0,Portmap
0,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
0,0,Portmap
48,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
48,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
2,0,Portmap
1,0,Portmap
50,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
66,0,Portmap
1,0,Portmap
32,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
0,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
61,0,Portmap
1,0,Portmap
2,0,Portmap
2,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
